alder,utdanning,erfaring,jobb,sted,fag,kolleger,lønn,bonus,fornøyd
36-40,5,14,"in-house, privat sektor",Oslo,embedded/IOT/maskinvare,10 - 50,1000000,Nei,Ja
36-40,3,13,"in-house, privat sektor",Vestfold og Telemark,frontend,10 - 50,1000000,Nei,Ja
36-40,5,16,"in-house, privat sektor",Viken,ledelse/administrativt,10 - 50,1000000,Nei,Ja
41-45,0,21,"in-house, privat sektor",Innlandet,fullstack,10 - 50,1000000,Nei,Ja
41-45,0,8,"in-house, privat sektor",Vestland,ledelse/administrativt,10 - 50,1000000,Nei,Ja
41-45,3,23,"in-house, privat sektor",Rogaland,ledelse/administrativt,10 - 50,1000000,Nei,Ja
41-45,3,18,konsulent,Oslo,ledelse/administrativt,10 - 50,1000000,Nei,Nei
51-55,0,15,"in-house, privat sektor",Viken,fullstack,10 - 50,1000000,Nei,Ja
21-25,0,6,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1000000,Nei,Ja
31-35,5,6,konsulent,Oslo,frontend,100 - 500,1000000,Nei,Ja
31-35,5,8,"in-house, privat sektor",Rogaland,fullstack,100 - 500,1000000,Ja,Ja
31-35,4,15,"in-house, privat sektor",Rogaland,fullstack,100 - 500,1000000,Nei,Ja
31-35,5,7,konsulent,Oslo,sikkerhet,100 - 500,1000000,Ja,Ja
36-40,0,16,"in-house, offentlig/kommunal sektor",Innlandet,arkitektur,100 - 500,1000000,Nei,Ja
36-40,5,12,konsulent,Oslo,fullstack,100 - 500,1000000,Nei,Ja
36-40,5,13,"in-house, privat sektor",Viken,fullstack,100 - 500,1000000,Ja,Nei
36-40,5,15,"in-house, privat sektor",Trøndelag,ledelse/administrativt,100 - 500,1000000,Ja,Ja
41-45,6,18,"in-house, privat sektor",Oslo,fullstack,100 - 500,1000000,Nei,Ja
41-45,0,25,"in-house, privat sektor",Vestfold og Telemark,fullstack,100 - 500,1000000,Nei,Ja
41-45,0,16,konsulent,Oslo,ingen av disse,100 - 500,1000000,Nei,Ja
46-50,6,22,"in-house, privat sektor",Oslo,fullstack,100 - 500,1000000,Ja,Nei
46-50,3,21,konsulent,Oslo,ledelse/administrativt,100 - 500,1000000,Ja,Nei
46-50,4,15,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1000000,Nei,Ja
46-50,5,25,"in-house, privat sektor",Trøndelag,programvare,100 - 500,1000000,Ja,Ja
26-30,3,6,"in-house, privat sektor",Oslo,app,50 - 100,1000000,Nei,Ja
26-30,3,8,"in-house, privat sektor",Oslo,app,50 - 100,1000000,Nei,Ja
26-30,3,3,konsulent,Trøndelag,backend,50 - 100,1000000,Nei,Ja
26-30,3,6,konsulent,Agder,frontend,50 - 100,1000000,Ja,Ja
26-30,5,4,konsulent,Vestland,fullstack,50 - 100,1000000,Nei,Ja
31-35,3,6,konsulent,Oslo,frontend,50 - 100,1000000,Nei,Ja
31-35,6,10,"in-house, privat sektor",Viken,frontend,50 - 100,1000000,Nei,Ja
31-35,3,10,"in-house, privat sektor",Oslo,fullstack,50 - 100,1000000,Nei,Ja
31-35,5,10,"in-house, offentlig/kommunal sektor",Oslo,fullstack,50 - 100,1000000,Nei,Ja
41-45,4,15,"in-house, privat sektor",Troms og Finnmark,arkitektur,50 - 100,1000000,Ja,Ja
41-45,5,17,"in-house, privat sektor",Trøndelag,frontend,50 - 100,1000000,Ja,Nei
46-50,,20,konsulent,Oslo,fullstack,50 - 100,1000000,Nei,Ja
31-35,5,11,konsulent,Oslo,frontend,500 - 1.000,1000000,Nei,Ja
31-35,4,10,konsulent,Oslo,testing,500 - 1.000,1000000,Nei,Ja
36-40,3,16,konsulent,Oslo,arkitektur,500 - 1.000,1000000,Nei,Ja
36-40,5,10,"in-house, privat sektor",Oslo,automatisering,500 - 1.000,1000000,Ja,Nei
36-40,5,11,"in-house, privat sektor",Vestland,backend,500 - 1.000,1000000,Nei,Ja
36-40,5,13,"in-house, privat sektor",Vestland,fullstack,500 - 1.000,1000000,Ja,Ja
26-30,3,6,konsulent,Vestland,fullstack,over 10.000,1000000,Nei,Ja
36-40,6,4,"in-house, privat sektor",Oslo,data science,over 10.000,1000000,Ja,Ja
36-40,,12,"in-house, offentlig/kommunal sektor",Viken,ingen av disse,over 10.000,1000000,Nei,Nei
41-45,5,20,"in-house, privat sektor",utlandet,arkitektur,over 10.000,1000000,Ja,Ja
41-45,4,15,"in-house, privat sektor",Troms og Finnmark,frontend,over 10.000,1000000,Ja,Ja
46-50,,23,"in-house, privat sektor",Oslo,arkitektur,over 10.000,1000000,Nei,Nei
46-50,4,20,"in-house, privat sektor",Oslo,ledelse/administrativt,over 10.000,1000000,Ja,Ja
31-35,3,4,"in-house, privat sektor",Oslo,backend,under 10,1000000,Ja,Ja
31-35,6,8,frilans / selvstendig næringsdrivende,Oslo,fullstack,under 10,1000000,Nei,Ja
31-35,3,8,"in-house, privat sektor",Oslo,testing,under 10,1000000,Nei,Ja
36-40,5,8,konsulent,Oslo,backend,under 10,1000000,Ja,Ja
36-40,0,16,"in-house, privat sektor",Oslo,data science,under 10,1000000,Ja,Ja
36-40,4,10,frilans / selvstendig næringsdrivende,Oslo,ledelse/administrativt,under 10,1000000,Ja,Ja
61-65,5,40,konsulent,Oslo,arkitektur,under 10,1000000,Nei,Ja
31-35,3,12,"in-house, privat sektor",Oslo,backend,50 - 100,1000020,Nei,Ja
36-40,10,10,konsulent,Oslo,fullstack,50 - 100,1004500,Nei,Ja
31-35,3,10,konsulent,Vestland,fullstack,10 - 50,1005000,Ja,Nei
36-40,2,18,"in-house, privat sektor",Rogaland,automatisering,500 - 1.000,1005000,Nei,Ja
31-35,5,12,"in-house, privat sektor",Vestland,arkitektur,1.000 - 10.000,1008500,Nei,Ja
51-55,7,18,konsulent,Oslo,backend,1.000 - 10.000,1010000,Ja,Nei
36-40,3,16,"in-house, privat sektor",Vestland,ledelse/administrativt,10 - 50,1010000,Nei,Ja
31-35,5,8,"in-house, privat sektor",Oslo,backend,100 - 500,1010000,Ja,Nei
36-40,3,14,konsulent,Viken,backend,100 - 500,1010000,Ja,Ja
31-35,3,7,"in-house, privat sektor",Viken,ledelse/administrativt,50 - 100,1010000,Nei,Nei
31-35,5,10,"in-house, privat sektor",Vestland,app,500 - 1.000,1010000,Nei,Ja
36-40,3,13,konsulent,Oslo,fullstack,500 - 1.000,1010000,Nei,Ja
36-40,3,11,"in-house, privat sektor",Oslo,ledelse/administrativt,500 - 1.000,1013000,Nei,Ja
41-45,3,20,"in-house, privat sektor",Oslo,ledelse/administrativt,500 - 1.000,1016320,Nei,Ja
36-40,3,12,konsulent,Oslo,fullstack,50 - 100,1016479,Nei,Ja
46-50,8,18,konsulent,Oslo,backend,1.000 - 10.000,1017000,Nei,Ja
36-40,5,11,konsulent,Trøndelag,fullstack,1.000 - 10.000,1020000,Ja,Ja
46-50,1,23,"in-house, privat sektor",Agder,sikkerhet,1.000 - 10.000,1020000,Nei,Ja
26-30,6,0,konsulent,Oslo,devops,10 - 50,1020000,Ja,Ja
31-35,5,5,"in-house, privat sektor",Oslo,backend,50 - 100,1020000,Nei,Ja
41-45,4,20,"in-house, offentlig/kommunal sektor",Vestland,fullstack,50 - 100,1020000,Nei,Ja
31-35,5,5,konsulent,Trøndelag,fullstack,10 - 50,1021000,Nei,Ja
46-50,6,23,"in-house, privat sektor",Trøndelag,devops,100 - 500,1022000,Nei,Ja
26-30,0,12,"in-house, offentlig/kommunal sektor",Oslo,fullstack,over 10.000,1024000,Nei,Ja
41-45,5,16,"in-house, offentlig/kommunal sektor",Vestland,backend,over 10.000,1024200,Nei,Ja
36-40,3,7,konsulent,Oslo,fullstack,50 - 100,1025000,Ja,Ja
41-45,5,18,"in-house, privat sektor",Agder,arkitektur,500 - 1.000,1025000,Nei,Ja
36-40,3,16,"in-house, privat sektor",Vestland,frontend,1.000 - 10.000,1029500,Nei,Nei
51-55,4,30,"in-house, offentlig/kommunal sektor",Oslo,devops,1.000 - 10.000,1030000,Nei,Ja
36-40,0,21,konsulent,Oslo,arkitektur,100 - 500,1030000,Nei,Ja
51-55,5,22,"in-house, offentlig/kommunal sektor",Viken,fullstack,100 - 500,1030000,Nei,Ja
36-40,5,12,"in-house, privat sektor",Oslo,backend,50 - 100,1030000,Ja,Ja
36-40,,15,"in-house, offentlig/kommunal sektor",Rogaland,frontend,500 - 1.000,1030000,Ja,Ja
31-35,5,10,"in-house, privat sektor",Rogaland,backend,over 10.000,1030000,Ja,Ja
41-45,9,18,konsulent,Vestland,arkitektur,over 10.000,1030000,Ja,Ja
31-35,5,10,"in-house, privat sektor",Oslo,fullstack,50 - 100,1034000,Ja,Ja
36-40,5,10,"in-house, privat sektor",Oslo,devops,1.000 - 10.000,1036000,Nei,Nei
36-40,9,8,"in-house, privat sektor",Vestland,backend,1.000 - 10.000,1037000,Nei,Ja
31-35,5,8,konsulent,Oslo,fullstack,1.000 - 10.000,1040000,Nei,Ja
41-45,2,22,"in-house, privat sektor",Rogaland,ledelse/administrativt,100 - 500,1040000,Nei,Ja
56-60,7,30,"in-house, privat sektor",Oslo,fullstack,100 - 500,1040000,Nei,Ja
36-40,0,13,"in-house, privat sektor",Rogaland,fullstack,50 - 100,1040000,Ja,Ja
41-45,0,22,"in-house, privat sektor",Vestland,ledelse/administrativt,10 - 50,1044000,Nei,Ja
36-40,5,13,konsulent,Oslo,frontend,50 - 100,1044000,Nei,Ja
41-45,4,18,konsulent,Viken,backend,1.000 - 10.000,1045000,Ja,Ja
36-40,5,10,konsulent,Oslo,fullstack,500 - 1.000,1045000,Nei,Ja
26-30,4,4,"in-house, privat sektor",Oslo,backend,1.000 - 10.000,1050000,Ja,Ja
31-35,3,5,konsulent,Oslo,frontend,1.000 - 10.000,1050000,Ja,Ja
46-50,4,21,konsulent,Oslo,ledelse/administrativt,1.000 - 10.000,1050000,Nei,Ja
31-35,7,6,"in-house, privat sektor",Oslo,ledelse/administrativt,10 - 50,1050000,Nei,Ja
36-40,5,15,"in-house, privat sektor",Vestland,fullstack,10 - 50,1050000,Ja,Ja
36-40,3,14,"in-house, privat sektor",Rogaland,ledelse/administrativt,10 - 50,1050000,Nei,Ja
41-45,5,18,"in-house, privat sektor",Vestland,app,10 - 50,1050000,Nei,Nei
41-45,5,17,konsulent,Vestland,fullstack,10 - 50,1050000,Ja,Ja
41-45,4,24,"in-house, privat sektor",Oslo,ledelse/administrativt,10 - 50,1050000,Nei,Ja
51-55,2,26,"in-house, privat sektor",Oslo,databaser,10 - 50,1050000,Nei,Ja
31-35,5,12,konsulent,Rogaland,fullstack,100 - 500,1050000,Nei,Ja
36-40,3,14,konsulent,Oslo,arkitektur,100 - 500,1050000,Nei,Ja
36-40,3,12,"in-house, privat sektor",Oslo,backend,100 - 500,1050000,Nei,Ja
36-40,2,15,konsulent,Viken,devops,100 - 500,1050000,Ja,Ja
36-40,,10,konsulent,Oslo,fullstack,100 - 500,1050000,Ja,Ja
41-45,5,19,"in-house, privat sektor",Oslo,devops,100 - 500,1050000,Nei,Ja
41-45,5,19,"in-house, privat sektor",Agder,devops,100 - 500,1050000,Nei,Nei
46-50,3,23,konsulent,Oslo,fullstack,100 - 500,1050000,Ja,Ja
51-55,3,29,konsulent,Oslo,frontend,100 - 500,1050000,Nei,Nei
51-55,7,25,konsulent,Oslo,ledelse/administrativt,100 - 500,1050000,Ja,Nei
31-35,3,11,konsulent,Oslo,backend,50 - 100,1050000,Ja,Nei
31-35,3,8,konsulent,Oslo,frontend,50 - 100,1050000,Ja,Ja
51-55,5,30,"in-house, privat sektor",Rogaland,arkitektur,50 - 100,1050000,Ja,Nei
31-35,5,8,konsulent,Oslo,fullstack,500 - 1.000,1050000,Nei,Ja
31-35,3,11,"in-house, privat sektor",Oslo,fullstack,500 - 1.000,1050000,Ja,Ja
36-40,3,15,konsulent,Oslo,backend,500 - 1.000,1050000,Nei,Ja
46-50,,20,"in-house, offentlig/kommunal sektor",Trøndelag,ingen av disse,over 10.000,1050000,Nei,Ja
51-55,0,30,"in-house, privat sektor",Oslo,devops,over 10.000,1050000,Nei,Ja
51-55,,25,frilans / selvstendig næringsdrivende,Rogaland,arkitektur,under 10,1050000,Ja,Ja
41-45,3,19,"in-house, privat sektor",Vestland,backend,500 - 1.000,1056000,Nei,Ja
36-40,5,11,konsulent,Innlandet,frontend,10 - 50,1060000,Nei,Ja
41-45,5,15,konsulent,Oslo,backend,100 - 500,1060000,Ja,Ja
41-45,5,20,"in-house, privat sektor",Oslo,backend,50 - 100,1060000,Nei,Nei
41-45,5,17,"in-house, privat sektor",Viken,fullstack,over 10.000,1060000,Ja,Ja
31-35,3,7,konsulent,Oslo,devops,500 - 1.000,1065000,Ja,Nei
31-35,7,7,konsulent,Trøndelag,fullstack,500 - 1.000,1065000,Ja,Ja
31-35,3,12,"in-house, privat sektor",Vestland,app,10 - 50,1070000,Nei,Ja
36-40,3,20,"in-house, offentlig/kommunal sektor",Oslo,fullstack,100 - 500,1070000,Nei,Ja
31-35,3,9,konsulent,Oslo,arkitektur,1.000 - 10.000,1074000,Nei,Ja
46-50,5,22,"in-house, privat sektor",Trøndelag,devops,100 - 500,1074500,Nei,Ja
31-35,3,11,konsulent,Oslo,fullstack,50 - 100,1075000,Nei,Ja
26-30,5,1,konsulent,Vestland,app,50 - 100,1080000,Nei,Ja
26-30,3,6,"in-house, privat sektor",Oslo,fullstack,500 - 1.000,1080000,Nei,Nei
31-35,3,13,"in-house, privat sektor",Troms og Finnmark,fullstack,10 - 50,1090000,Ja,Ja
21-25,4,8,"in-house, privat sektor",Vestland,ingen av disse,1.000 - 10.000,1100000,Nei,Ja
26-30,6,2,"in-house, privat sektor",Oslo,devops,1.000 - 10.000,1100000,Ja,Nei
26-30,3,4,"in-house, privat sektor",Oslo,frontend,1.000 - 10.000,1100000,Ja,Ja
36-40,5,15,"in-house, privat sektor",Nordland,arkitektur,1.000 - 10.000,1100000,Ja,Ja
36-40,3,7,"in-house, privat sektor",Oslo,backend,1.000 - 10.000,1100000,Ja,Ja
46-50,3,20,"in-house, privat sektor",Vestland,arkitektur,1.000 - 10.000,1100000,Nei,Nei
46-50,6,18,konsulent,Oslo,backend,1.000 - 10.000,1100000,Ja,Nei
46-50,3,25,"in-house, privat sektor",Rogaland,fullstack,1.000 - 10.000,1100000,Ja,Ja
46-50,5,15,"in-house, privat sektor",Oslo,ledelse/administrativt,1.000 - 10.000,1100000,Ja,Ja
46-50,4,24,konsulent,Møre og Romsdal,sikkerhet,1.000 - 10.000,1100000,Ja,Ja
51-55,3,33,"in-house, privat sektor",Møre og Romsdal,arkitektur,1.000 - 10.000,1100000,Nei,Ja
56-60,6,20,"in-house, privat sektor",Oslo,arkitektur,1.000 - 10.000,1100000,Nei,Ja
61-65,4,38,"in-house, privat sektor",Oslo,automatisering,1.000 - 10.000,1100000,Nei,Ja
26-30,3,4,konsulent,Vestland,backend,10 - 50,1100000,Nei,Ja
26-30,3,8,konsulent,Oslo,backend,10 - 50,1100000,Nei,Ja
26-30,5,3,konsulent,Oslo,frontend,10 - 50,1100000,Nei,Ja
26-30,0,5,konsulent,Oslo,frontend,10 - 50,1100000,Nei,Ja
26-30,5,3,konsulent,Trøndelag,fullstack,10 - 50,1100000,Ja,Ja
31-35,5,8,"in-house, privat sektor",Oslo,arkitektur,10 - 50,1100000,Ja,Nei
31-35,3,10,"in-house, privat sektor",Oslo,embedded/IOT/maskinvare,10 - 50,1100000,Nei,Ja
31-35,5,9,"in-house, privat sektor",Oslo,fullstack,10 - 50,1100000,Ja,Ja
36-40,2,19,konsulent,Vestland,devops,10 - 50,1100000,Nei,Ja
36-40,3,19,"in-house, privat sektor",Oslo,fullstack,10 - 50,1100000,Nei,Ja
41-45,0,10,konsulent,Oslo,arkitektur,10 - 50,1100000,Ja,Ja
41-45,4,14,"in-house, privat sektor",Oslo,frontend,10 - 50,1100000,Nei,Ja
41-45,7,15,"in-house, privat sektor",Vestland,fullstack,10 - 50,1100000,Ja,Ja
46-50,4,24,"in-house, privat sektor",Vestfold og Telemark,fullstack,10 - 50,1100000,Nei,Ja
46-50,5,28,"in-house, privat sektor",Oslo,ledelse/administrativt,10 - 50,1100000,Ja,Nei
51-55,4,28,konsulent,Oslo,arkitektur,10 - 50,1100000,Ja,Ja
51-55,5,25,"in-house, privat sektor",Rogaland,backend,10 - 50,1100000,Nei,Ja
61-65,2,39,"in-house, privat sektor",Oslo,fullstack,10 - 50,1100000,Nei,Ja
26-30,3,5,konsulent,Oslo,backend,100 - 500,1100000,Ja,Ja
26-30,5,5,konsulent,Rogaland,frontend,100 - 500,1100000,Nei,Ja
26-30,5,4,konsulent,Vestland,frontend,100 - 500,1100000,Nei,Ja
31-35,5,7,konsulent,Oslo,backend,100 - 500,1100000,Nei,Ja
31-35,5,5,konsulent,Oslo,backend,100 - 500,1100000,Nei,Ja
31-35,5,8,konsulent,Vestland,fullstack,100 - 500,1100000,Ja,Ja
31-35,0,14,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1100000,Nei,Ja
36-40,3,15,konsulent,Oslo,arkitektur,100 - 500,1100000,Nei,Ja
36-40,5,9,konsulent,Oslo,backend,100 - 500,1100000,Nei,Ja
36-40,0,7,konsulent,Vestfold og Telemark,fullstack,100 - 500,1100000,Ja,Ja
41-45,5,18,"in-house, privat sektor",Oslo,backend,100 - 500,1100000,Nei,Ja
41-45,6,18,konsulent,Oslo,fullstack,100 - 500,1100000,Nei,Nei
41-45,4,20,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1100000,Nei,Ja
46-50,3,26,"in-house, offentlig/kommunal sektor",Oslo,frontend,100 - 500,1100000,Nei,Ja
46-50,6,25,konsulent,Oslo,frontend,100 - 500,1100000,Nei,Ja
26-30,3,2,konsulent,Vestland,fullstack,50 - 100,1100000,Nei,Ja
31-35,3,8,konsulent,Vestland,app,50 - 100,1100000,Ja,Ja
31-35,3,5,konsulent,Oslo,backend,50 - 100,1100000,Nei,Nei
31-35,3,6,konsulent,Trøndelag,backend,50 - 100,1100000,Ja,Ja
31-35,5,7,"in-house, privat sektor",Oslo,data science,50 - 100,1100000,Nei,Nei
36-40,3,11,konsulent,Oslo,devops,50 - 100,1100000,Ja,Ja
36-40,3,12,konsulent,Oslo,frontend,50 - 100,1100000,Ja,Ja
36-40,0,10,konsulent,Oslo,testing,50 - 100,1100000,Ja,Nei
46-50,6,20,"in-house, privat sektor",Oslo,programvare,50 - 100,1100000,Nei,Nei
31-35,5,6,konsulent,Rogaland,fullstack,500 - 1.000,1100000,Nei,Ja
31-35,3,8,konsulent,Vestland,fullstack,500 - 1.000,1100000,Nei,Ja
36-40,3,15,"in-house, privat sektor",Viken,arkitektur,500 - 1.000,1100000,Ja,Ja
36-40,0,20,konsulent,Trøndelag,devops,500 - 1.000,1100000,Nei,Ja
36-40,3,14,"in-house, privat sektor",Vestland,ledelse/administrativt,500 - 1.000,1100000,Nei,Nei
36-40,5,16,"in-house, privat sektor",Oslo,sikkerhet,500 - 1.000,1100000,Nei,Ja
41-45,4,15,"in-house, privat sektor",Oslo,ledelse/administrativt,500 - 1.000,1100000,Nei,Ja
41-45,3,18,"in-house, privat sektor",Agder,ledelse/administrativt,500 - 1.000,1100000,Nei,Ja
46-50,3,27,"in-house, offentlig/kommunal sektor",Møre og Romsdal,arkitektur,500 - 1.000,1100000,Nei,Ja
31-35,,5,"in-house, privat sektor",Oslo,programvare,over 10.000,1100000,Ja,Ja
46-50,5,24,konsulent,Trøndelag,ledelse/administrativt,over 10.000,1100000,Nei,Nei
56-60,5,41,"in-house, privat sektor",Trøndelag,fullstack,over 10.000,1100000,Ja,Ja
26-30,3,4,konsulent,Oslo,fullstack,under 10,1100000,Nei,Ja
36-40,5,13,konsulent,Oslo,backend,under 10,1100000,Ja,Ja
36-40,3,16,frilans / selvstendig næringsdrivende,Viken,fullstack,under 10,1100000,Nei,Ja
41-45,5,18,"in-house, privat sektor",Oslo,fullstack,under 10,1100000,Nei,Nei
36-40,5,12,konsulent,Oslo,fullstack,500 - 1.000,1110000,Nei,Ja
36-40,5,13,"in-house, privat sektor",Trøndelag,fullstack,100 - 500,1119116,Nei,Ja
31-35,5,8,konsulent,Oslo,frontend,100 - 500,1125000,Nei,Ja
36-40,5,18,konsulent,Viken,fullstack,1.000 - 10.000,1127000,Ja,Nei
51-55,3,42,"in-house, privat sektor",Møre og Romsdal,backend,10 - 50,1130000,Nei,Nei
36-40,9,12,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1130000,Nei,Ja
36-40,3,16,"in-house, privat sektor",Oslo,devops,over 10.000,1130000,Nei,Ja
36-40,10,8,"in-house, privat sektor",Rogaland,fullstack,over 10.000,1130000,Ja,Ja
46-50,5,22,konsulent,Vestland,backend,50 - 100,1136000,Ja,Ja
46-50,5,15,konsulent,Oslo,UX / design,100 - 500,1140000,Nei,Nei
46-50,4,25,konsulent,Trøndelag,fullstack,1.000 - 10.000,1150000,Ja,Ja
26-30,3,8,"in-house, privat sektor",Oslo,frontend,10 - 50,1150000,Nei,Ja
41-45,3,15,konsulent,Oslo,frontend,10 - 50,1150000,Ja,Ja
46-50,0,23,konsulent,Oslo,arkitektur,10 - 50,1150000,Ja,Nei
26-30,3,5,konsulent,Oslo,backend,100 - 500,1150000,Nei,Ja
31-35,5,8,konsulent,Oslo,backend,100 - 500,1150000,Ja,Nei
31-35,5,9,konsulent,Oslo,frontend,100 - 500,1150000,Nei,Ja
36-40,5,14,"in-house, privat sektor",Oslo,arkitektur,100 - 500,1150000,Ja,Nei
41-45,6,16,"in-house, privat sektor",Oslo,backend,100 - 500,1150000,Ja,Nei
41-45,3,3,frilans / selvstendig næringsdrivende,Rogaland,data science,100 - 500,1150000,Ja,Ja
41-45,5,15,"in-house, privat sektor",Oslo,sikkerhet,100 - 500,1150000,Nei,Ja
46-50,3,21,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1150000,Ja,Ja
51-55,3,30,konsulent,Rogaland,automatisering,100 - 500,1150000,Ja,Ja
31-35,5,9,"in-house, privat sektor",Oslo,fullstack,50 - 100,1150000,Ja,Ja
56-60,4,25,"in-house, privat sektor",Oslo,automatisering,over 10.000,1150000,Ja,Nei
26-30,3,4,"in-house, privat sektor",utlandet,fullstack,100 - 500,1155000,Nei,Ja
36-40,5,6,konsulent,Oslo,backend,100 - 500,1155000,Nei,Ja
36-40,6,9,konsulent,Oslo,backend,50 - 100,1155000,Ja,Ja
51-55,0,24,"in-house, privat sektor",Oslo,fullstack,under 10,1160000,Nei,Ja
26-30,0,10,"in-house, privat sektor",Viken,ledelse/administrativt,1.000 - 10.000,1175000,Nei,Ja
36-40,3,22,"in-house, privat sektor",Oslo,sikkerhet,100 - 500,1175000,Nei,Ja
41-45,3,14,konsulent,Oslo,backend,10 - 50,1180000,Ja,Ja
31-35,5,8,konsulent,Oslo,sikkerhet,1.000 - 10.000,1200000,Nei,Ja
36-40,2,20,konsulent,Møre og Romsdal,arkitektur,1.000 - 10.000,1200000,Nei,Ja
36-40,3,16,konsulent,Vestland,devops,1.000 - 10.000,1200000,Ja,Ja
41-45,7,12,konsulent,Oslo,sikkerhet,1.000 - 10.000,1200000,Ja,Nei
46-50,3,24,"in-house, privat sektor",Oslo,backend,1.000 - 10.000,1200000,Ja,Ja
46-50,3,29,"in-house, offentlig/kommunal sektor",Nordland,ingen av disse,1.000 - 10.000,1200000,Nei,Ja
46-50,6,18,konsulent,Rogaland,ledelse/administrativt,1.000 - 10.000,1200000,Nei,Nei
51-55,5,29,"in-house, privat sektor",Oslo,arkitektur,1.000 - 10.000,1200000,Nei,Ja
51-55,3,30,"in-house, privat sektor",Oslo,frontend,1.000 - 10.000,1200000,Ja,Ja
26-30,3,7,"in-house, privat sektor",Viken,automatisering,10 - 50,1200000,Nei,Ja
26-30,5,2,konsulent,Oslo,backend,10 - 50,1200000,Nei,Ja
26-30,5,3,konsulent,Oslo,fullstack,10 - 50,1200000,Ja,Ja
31-35,3,10,konsulent,Viken,app,10 - 50,1200000,Ja,Ja
31-35,5,6,konsulent,Trøndelag,arkitektur,10 - 50,1200000,Ja,Ja
31-35,3,10,konsulent,Oslo,backend,10 - 50,1200000,Ja,Ja
31-35,5,9,konsulent,Oslo,backend,10 - 50,1200000,Nei,Ja
31-35,5,12,konsulent,Oslo,fullstack,10 - 50,1200000,Ja,Ja
31-35,0,3,"in-house, privat sektor",Oslo,testing,10 - 50,1200000,Ja,Ja
36-40,0,9,"in-house, privat sektor",Oslo,devops,10 - 50,1200000,Nei,Nei
36-40,3,20,"in-house, privat sektor",Trøndelag,embedded/IOT/maskinvare,10 - 50,1200000,Nei,Ja
36-40,3,8,konsulent,Oslo,frontend,10 - 50,1200000,Ja,Ja
36-40,5,11,"in-house, privat sektor",Oslo,fullstack,10 - 50,1200000,Ja,Ja
36-40,2,13,"in-house, privat sektor",Møre og Romsdal,fullstack,10 - 50,1200000,Ja,Ja
41-45,5,20,"in-house, privat sektor",Oslo,backend,10 - 50,1200000,Ja,Ja
41-45,5,17,"in-house, privat sektor",Oslo,fullstack,10 - 50,1200000,Nei,Ja
41-45,3,15,konsulent,Trøndelag,fullstack,10 - 50,1200000,Ja,Nei
41-45,3,18,"in-house, privat sektor",Oslo,fullstack,10 - 50,1200000,Nei,Ja
41-45,1,14,konsulent,Oslo,ledelse/administrativt,10 - 50,1200000,Ja,Ja
46-50,5,21,"in-house, privat sektor",Møre og Romsdal,ledelse/administrativt,10 - 50,1200000,Nei,Ja
26-30,5,4,konsulent,Oslo,frontend,100 - 500,1200000,Nei,Ja
31-35,5,10,konsulent,Oslo,backend,100 - 500,1200000,Ja,Ja
31-35,0,10,konsulent,Rogaland,fullstack,100 - 500,1200000,Nei,Ja
31-35,4,5,konsulent,Vestfold og Telemark,fullstack,100 - 500,1200000,Ja,Ja
31-35,5,7,konsulent,Vestland,fullstack,100 - 500,1200000,Nei,Ja
36-40,1,15,konsulent,Oslo,sikkerhet,100 - 500,1200000,Ja,Ja
41-45,3,23,konsulent,Rogaland,fullstack,100 - 500,1200000,Nei,Ja
51-55,5,26,"in-house, privat sektor",Viken,embedded/IOT/maskinvare,100 - 500,1200000,Ja,Nei
51-55,5,33,"in-house, privat sektor",Trøndelag,embedded/IOT/maskinvare,100 - 500,1200000,Nei,Ja
51-55,0,25,konsulent,Oslo,frontend,100 - 500,1200000,Ja,Ja
56-60,4,35,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,1200000,Ja,Ja
26-30,3,4,konsulent,Oslo,frontend,50 - 100,1200000,Ja,Ja
26-30,5,4,konsulent,Vestland,fullstack,50 - 100,1200000,Nei,Nei
31-35,0,15,"in-house, privat sektor",Rogaland,fullstack,50 - 100,1200000,Nei,Ja
31-35,3,10,konsulent,Oslo,fullstack,50 - 100,1200000,Ja,Nei
31-35,5,11,"in-house, privat sektor",Oslo,ledelse/administrativt,50 - 100,1200000,Nei,Ja
31-35,5,5,"in-house, privat sektor",Oslo,ledelse/administrativt,50 - 100,1200000,Ja,Ja
36-40,3,12,konsulent,Rogaland,fullstack,50 - 100,1200000,Nei,Ja
46-50,4,24,"in-house, privat sektor",Viken,arkitektur,50 - 100,1200000,Nei,Ja
46-50,10,13,konsulent,Oslo,frontend,50 - 100,1200000,Ja,Ja
51-55,,26,konsulent,Oslo,backend,50 - 100,1200000,Nei,Ja
26-30,5,2,konsulent,Oslo,fullstack,500 - 1.000,1200000,Nei,Ja
31-35,,11,konsulent,Agder,backend,500 - 1.000,1200000,Nei,Ja
51-55,3,33,"in-house, privat sektor",Oslo,programvare,500 - 1.000,1200000,Nei,Ja
46-50,6,25,"in-house, privat sektor",Viken,fullstack,over 10.000,1200000,Ja,Nei
